Date,Journal Number,Transaction Type,Transaction ID,Reference Number,Account,Account Type,Contact ID,Contact Name,Debit,Credit,Department,Branch,Description
2025-09-03,JRN-9162,Customer Payment,ZCP-5042,PAY-5042,ICICI Bank Current A/c,Bank,CUST-003,City Bazaar Pvt Ltd,159459.3,0,Finance,Delhi,Receipt against INV-1048
2025-09-03,JRN-9162,Customer Payment,ZCP-5042,PAY-5042,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,0,159459.3,Finance,Delhi,Receipt against INV-1048
2025-10-10,JRN-9163,Customer Payment,ZCP-5043,PAY-5043,ICICI Bank Current A/c,Bank,CUST-006,FreshCart Retail,71844.3,0,Finance,Ahmedabad,Receipt against INV-1050
2025-10-10,JRN-9163,Customer Payment,ZCP-5043,PAY-5043,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,0,71844.3,Finance,Ahmedabad,Receipt against INV-1050
2025-10-20,JRN-9164,Customer Payment,ZCP-5044,PAY-5044,ICICI Bank Current A/c,Bank,CUST-009,Indus Stores,172138.4,0,Finance,Mumbai,Receipt against INV-1051
2025-10-20,JRN-9164,Customer Payment,ZCP-5044,PAY-5044,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,172138.4,Finance,Mumbai,Receipt against INV-1051
2025-10-01,JRN-9165,Customer Payment,ZCP-5045,PAY-5045,HDFC Bank Current A/c,Bank,CUST-007,Grand Retailers,85564.16,0,Finance,Ahmedabad,Receipt against INV-1052
2025-10-01,JRN-9165,Customer Payment,ZCP-5045,PAY-5045,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,85564.16,Finance,Ahmedabad,Receipt against INV-1052
2025-10-18,JRN-9166,Customer Payment,ZCP-5046,PAY-5046,ICICI Bank Current A/c,Bank,CUST-002,BlueMart Limited,137199.78,0,Finance,Bengaluru,Receipt against INV-1055
2025-10-18,JRN-9166,Customer Payment,ZCP-5046,PAY-5046,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,137199.78,Finance,Bengaluru,Receipt against INV-1055
2025-11-04,JRN-9167,Customer Payment,ZCP-5047,PAY-5047,ICICI Bank Current A/c,Bank,CUST-006,FreshCart Retail,77775.33,0,Finance,Mumbai,Receipt against INV-1056
2025-11-04,JRN-9167,Customer Payment,ZCP-5047,PAY-5047,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,0,77775.33,Finance,Mumbai,Receipt against INV-1056
2025-11-12,JRN-9168,Customer Payment,ZCP-5048,PAY-5048,ICICI Bank Current A/c,Bank,CUST-007,Grand Retailers,69620,0,Finance,Kolkata,Receipt against INV-1057
2025-11-12,JRN-9168,Customer Payment,ZCP-5048,PAY-5048,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,69620,Finance,Kolkata,Receipt against INV-1057
2025-10-16,JRN-9169,Customer Payment,ZCP-5049,PAY-5049,HDFC Bank Current A/c,Bank,CUST-009,Indus Stores,208837.58,0,Finance,Delhi,Receipt against INV-1058
2025-10-16,JRN-9169,Customer Payment,ZCP-5049,PAY-5049,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,208837.58,Finance,Delhi,Receipt against INV-1058
2025-09-30,JRN-9170,Customer Payment,ZCP-5050,PAY-5050,ICICI Bank Current A/c,Bank,CUST-010,Jupiter Wholesale,339528.48,0,Finance,Kolkata,Receipt against INV-1059
2025-09-30,JRN-9170,Customer Payment,ZCP-5050,PAY-5050,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,0,339528.48,Finance,Kolkata,Receipt against INV-1059
2025-12-11,JRN-9171,Customer Payment,ZCP-5051,PAY-5051,HDFC Bank Current A/c,Bank,CUST-007,Grand Retailers,252807.92,0,Finance,Kolkata,Receipt against INV-1061
2025-12-11,JRN-9171,Customer Payment,ZCP-5051,PAY-5051,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,252807.92,Finance,Kolkata,Receipt against INV-1061
2025-11-16,JRN-9172,Customer Payment,ZCP-5052,PAY-5052,ICICI Bank Current A/c,Bank,CUST-009,Indus Stores,100682.32,0,Finance,Bengaluru,Receipt against INV-1062
2025-11-16,JRN-9172,Customer Payment,ZCP-5052,PAY-5052,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,100682.32,Finance,Bengaluru,Receipt against INV-1062
2025-12-12,JRN-9173,Customer Payment,ZCP-5053,PAY-5053,HDFC Bank Current A/c,Bank,CUST-001,Apex Retail Pvt Ltd,70696.51,0,Finance,Bengaluru,Receipt against INV-1063
2025-12-12,JRN-9173,Customer Payment,ZCP-5053,PAY-5053,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,0,70696.51,Finance,Bengaluru,Receipt against INV-1063
2025-12-06,JRN-9174,Customer Payment,ZCP-5054,PAY-5054,ICICI Bank Current A/c,Bank,CUST-007,Grand Retailers,193698.18,0,Finance,Bengaluru,Receipt against INV-1064
2025-12-06,JRN-9174,Customer Payment,ZCP-5054,PAY-5054,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,193698.18,Finance,Bengaluru,Receipt against INV-1064
2025-11-28,JRN-9175,Customer Payment,ZCP-5055,PAY-5055,ICICI Bank Current A/c,Bank,CUST-002,BlueMart Limited,123928.32,0,Finance,Ahmedabad,Receipt against INV-1065
2025-11-28,JRN-9175,Customer Payment,ZCP-5055,PAY-5055,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,123928.32,Finance,Ahmedabad,Receipt against INV-1065
2025-11-22,JRN-9176,Customer Payment,ZCP-5056,PAY-5056,HDFC Bank Current A/c,Bank,CUST-009,Indus Stores,123681.7,0,Finance,Bengaluru,Receipt against INV-1068
2025-11-22,JRN-9176,Customer Payment,ZCP-5056,PAY-5056,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,123681.7,Finance,Bengaluru,Receipt against INV-1068
2025-10-30,JRN-9177,Customer Payment,ZCP-5057,PAY-5057,HDFC Bank Current A/c,Bank,CUST-005,Eastline Traders,206807.27,0,Finance,Bengaluru,Receipt against INV-1069
2025-10-30,JRN-9177,Customer Payment,ZCP-5057,PAY-5057,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,206807.27,Finance,Bengaluru,Receipt against INV-1069
2025-11-25,JRN-9178,Customer Payment,ZCP-5058,PAY-5058,HDFC Bank Current A/c,Bank,CUST-009,Indus Stores,214790.68,0,Finance,Mumbai,Receipt against INV-1070
2025-11-25,JRN-9178,Customer Payment,ZCP-5058,PAY-5058,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,214790.68,Finance,Mumbai,Receipt against INV-1070
2025-11-30,JRN-9179,Customer Payment,ZCP-5059,PAY-5059,ICICI Bank Current A/c,Bank,CUST-007,Grand Retailers,47841.92,0,Finance,Bengaluru,Receipt against INV-1071
2025-11-30,JRN-9179,Customer Payment,ZCP-5059,PAY-5059,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,47841.92,Finance,Bengaluru,Receipt against INV-1071
2025-12-25,JRN-9180,Customer Payment,ZCP-5060,PAY-5060,HDFC Bank Current A/c,Bank,CUST-009,Indus Stores,141133.9,0,Finance,Mumbai,Receipt against INV-1073
2025-12-25,JRN-9180,Customer Payment,ZCP-5060,PAY-5060,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,141133.9,Finance,Mumbai,Receipt against INV-1073
2025-12-10,JRN-9181,Customer Payment,ZCP-5061,PAY-5061,ICICI Bank Current A/c,Bank,CUST-007,Grand Retailers,35695,0,Finance,Delhi,Receipt against INV-1074
2025-12-10,JRN-9181,Customer Payment,ZCP-5061,PAY-5061,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,35695,Finance,Delhi,Receipt against INV-1074
2025-11-27,JRN-9182,Customer Payment,ZCP-5062,PAY-5062,ICICI Bank Current A/c,Bank,CUST-004,Delta Stores Limited,38583.05,0,Finance,Bengaluru,Receipt against INV-1076
2025-11-27,JRN-9182,Customer Payment,ZCP-5062,PAY-5062,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,38583.05,Finance,Bengaluru,Receipt against INV-1076
2025-11-28,JRN-9183,Customer Payment,ZCP-5063,PAY-5063,ICICI Bank Current A/c,Bank,CUST-004,Delta Stores Limited,65596.2,0,Finance,Kolkata,Receipt against INV-1077
2025-11-28,JRN-9183,Customer Payment,ZCP-5063,PAY-5063,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,65596.2,Finance,Kolkata,Receipt against INV-1077
2026-01-07,JRN-9184,Customer Payment,ZCP-5064,PAY-5064,HDFC Bank Current A/c,Bank,CUST-007,Grand Retailers,120950,0,Finance,Mumbai,Receipt against INV-1079
2026-01-07,JRN-9184,Customer Payment,ZCP-5064,PAY-5064,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,120950,Finance,Mumbai,Receipt against INV-1079
2025-12-16,JRN-9185,Customer Payment,ZCP-5065,PAY-5065,HDFC Bank Current A/c,Bank,CUST-007,Grand Retailers,107343.66,0,Finance,Mumbai,Receipt against INV-1080
2025-12-16,JRN-9185,Customer Payment,ZCP-5065,PAY-5065,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,107343.66,Finance,Mumbai,Receipt against INV-1080
2025-12-27,JRN-9186,Customer Payment,ZCP-5066,PAY-5066,HDFC Bank Current A/c,Bank,CUST-006,FreshCart Retail,113213.92,0,Finance,Delhi,Receipt against INV-1081
2025-12-27,JRN-9186,Customer Payment,ZCP-5066,PAY-5066,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,0,113213.92,Finance,Delhi,Receipt against INV-1081
2026-01-16,JRN-9187,Customer Payment,ZCP-5067,PAY-5067,HDFC Bank Current A/c,Bank,CUST-004,Delta Stores Limited,228157.72,0,Finance,Mumbai,Receipt against INV-1082
2026-01-16,JRN-9187,Customer Payment,ZCP-5067,PAY-5067,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,228157.72,Finance,Mumbai,Receipt against INV-1082
2026-01-07,JRN-9188,Customer Payment,ZCP-5068,PAY-5068,HDFC Bank Current A/c,Bank,CUST-009,Indus Stores,72952.32,0,Finance,Kolkata,Receipt against INV-1083
2026-01-07,JRN-9188,Customer Payment,ZCP-5068,PAY-5068,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,72952.32,Finance,Kolkata,Receipt against INV-1083
2026-01-03,JRN-9189,Customer Payment,ZCP-5069,PAY-5069,ICICI Bank Current A/c,Bank,CUST-004,Delta Stores Limited,81731.52,0,Finance,Bengaluru,Receipt against INV-1085
2026-01-03,JRN-9189,Customer Payment,ZCP-5069,PAY-5069,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,81731.52,Finance,Bengaluru,Receipt against INV-1085
2026-01-07,JRN-9190,Customer Payment,ZCP-5070,PAY-5070,ICICI Bank Current A/c,Bank,CUST-003,City Bazaar Pvt Ltd,97385.4,0,Finance,Delhi,Receipt against INV-1086
2026-01-07,JRN-9190,Customer Payment,ZCP-5070,PAY-5070,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,0,97385.4,Finance,Delhi,Receipt against INV-1086
2025-12-26,JRN-9191,Customer Payment,ZCP-5071,PAY-5071,ICICI Bank Current A/c,Bank,CUST-005,Eastline Traders,109397.8,0,Finance,Kolkata,Receipt against INV-1087
2025-12-26,JRN-9191,Customer Payment,ZCP-5071,PAY-5071,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,109397.8,Finance,Kolkata,Receipt against INV-1087
2025-12-26,JRN-9192,Customer Payment,ZCP-5072,PAY-5072,ICICI Bank Current A/c,Bank,CUST-003,City Bazaar Pvt Ltd,77323.04,0,Finance,Kolkata,Receipt against INV-1088
2025-12-26,JRN-9192,Customer Payment,ZCP-5072,PAY-5072,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,0,77323.04,Finance,Kolkata,Receipt against INV-1088
2026-01-22,JRN-9193,Customer Payment,ZCP-5073,PAY-5073,HDFC Bank Current A/c,Bank,CUST-001,Apex Retail Pvt Ltd,95325.12,0,Finance,Ahmedabad,Receipt against INV-1089
2026-01-22,JRN-9193,Customer Payment,ZCP-5073,PAY-5073,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,0,95325.12,Finance,Ahmedabad,Receipt against INV-1089
2026-01-27,JRN-9194,Customer Payment,ZCP-5074,PAY-5074,HDFC Bank Current A/c,Bank,CUST-005,Eastline Traders,98341.2,0,Finance,Mumbai,Receipt against INV-1090
2026-01-27,JRN-9194,Customer Payment,ZCP-5074,PAY-5074,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,98341.2,Finance,Mumbai,Receipt against INV-1090
2026-02-19,JRN-9195,Customer Payment,ZCP-5075,PAY-5075,ICICI Bank Current A/c,Bank,CUST-002,BlueMart Limited,57724.18,0,Finance,Ahmedabad,Receipt against INV-1091
2026-02-19,JRN-9195,Customer Payment,ZCP-5075,PAY-5075,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,57724.18,Finance,Ahmedabad,Receipt against INV-1091
2026-03-16,JRN-9196,Customer Payment,ZCP-5076,PAY-5076,ICICI Bank Current A/c,Bank,CUST-009,Indus Stores,129663.83,0,Finance,Mumbai,Receipt against INV-1092
2026-03-16,JRN-9196,Customer Payment,ZCP-5076,PAY-5076,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,129663.83,Finance,Mumbai,Receipt against INV-1092
2026-02-26,JRN-9197,Customer Payment,ZCP-5077,PAY-5077,ICICI Bank Current A/c,Bank,CUST-005,Eastline Traders,92925,0,Finance,Mumbai,Receipt against INV-1093
2026-02-26,JRN-9197,Customer Payment,ZCP-5077,PAY-5077,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,92925,Finance,Mumbai,Receipt against INV-1093
2026-03-19,JRN-9198,Customer Payment,ZCP-5078,PAY-5078,HDFC Bank Current A/c,Bank,CUST-010,Jupiter Wholesale,154709.8,0,Finance,Kolkata,Receipt against INV-1094
2026-03-19,JRN-9198,Customer Payment,ZCP-5078,PAY-5078,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,0,154709.8,Finance,Kolkata,Receipt against INV-1094
2026-01-22,JRN-9199,Customer Payment,ZCP-5079,PAY-5079,ICICI Bank Current A/c,Bank,CUST-010,Jupiter Wholesale,55031.42,0,Finance,Delhi,Receipt against INV-1095
2026-01-22,JRN-9199,Customer Payment,ZCP-5079,PAY-5079,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,0,55031.42,Finance,Delhi,Receipt against INV-1095
2026-02-20,JRN-9200,Customer Payment,ZCP-5080,PAY-5080,HDFC Bank Current A/c,Bank,CUST-001,Apex Retail Pvt Ltd,318398.22,0,Finance,Mumbai,Receipt against INV-1097
2026-02-20,JRN-9200,Customer Payment,ZCP-5080,PAY-5080,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,0,318398.22,Finance,Mumbai,Receipt against INV-1097
2026-02-05,JRN-9201,Customer Payment,ZCP-5081,PAY-5081,HDFC Bank Current A/c,Bank,CUST-010,Jupiter Wholesale,119449.51,0,Finance,Mumbai,Receipt against INV-1098
2026-02-05,JRN-9201,Customer Payment,ZCP-5081,PAY-5081,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,0,119449.51,Finance,Mumbai,Receipt against INV-1098
2026-02-09,JRN-9202,Customer Payment,ZCP-5082,PAY-5082,ICICI Bank Current A/c,Bank,CUST-008,Harbor Mart,69773.4,0,Finance,Mumbai,Receipt against INV-1099
2026-02-09,JRN-9202,Customer Payment,ZCP-5082,PAY-5082,Accounts Receivable,Accounts Receivable,CUST-008,Harbor Mart,0,69773.4,Finance,Mumbai,Receipt against INV-1099
2026-02-17,JRN-9203,Customer Payment,ZCP-5083,PAY-5083,HDFC Bank Current A/c,Bank,CUST-001,Apex Retail Pvt Ltd,194381.4,0,Finance,Kolkata,Receipt against INV-1100
2026-02-17,JRN-9203,Customer Payment,ZCP-5083,PAY-5083,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,0,194381.4,Finance,Kolkata,Receipt against INV-1100
2026-03-08,JRN-9204,Customer Payment,ZCP-5084,PAY-5084,HDFC Bank Current A/c,Bank,CUST-003,City Bazaar Pvt Ltd,108309.84,0,Finance,Bengaluru,Receipt against INV-1101
2026-03-08,JRN-9204,Customer Payment,ZCP-5084,PAY-5084,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,0,108309.84,Finance,Bengaluru,Receipt against INV-1101
2026-03-17,JRN-9205,Customer Payment,ZCP-5085,PAY-5085,HDFC Bank Current A/c,Bank,CUST-007,Grand Retailers,363204,0,Finance,Mumbai,Receipt against INV-1102
2026-03-17,JRN-9205,Customer Payment,ZCP-5085,PAY-5085,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,363204,Finance,Mumbai,Receipt against INV-1102
2026-03-31,JRN-9206,Customer Payment,ZCP-5086,PAY-5086,ICICI Bank Current A/c,Bank,CUST-009,Indus Stores,171081.12,0,Finance,Kolkata,Receipt against INV-1103
2026-03-31,JRN-9206,Customer Payment,ZCP-5086,PAY-5086,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,171081.12,Finance,Kolkata,Receipt against INV-1103
2026-03-15,JRN-9207,Customer Payment,ZCP-5087,PAY-5087,HDFC Bank Current A/c,Bank,CUST-002,BlueMart Limited,65539.56,0,Finance,Delhi,Receipt against INV-1104
2026-03-15,JRN-9207,Customer Payment,ZCP-5087,PAY-5087,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,65539.56,Finance,Delhi,Receipt against INV-1104
2026-03-30,JRN-9208,Customer Payment,ZCP-5088,PAY-5088,ICICI Bank Current A/c,Bank,CUST-004,Delta Stores Limited,128104.34,0,Finance,Bengaluru,Receipt against INV-1105
2026-03-30,JRN-9208,Customer Payment,ZCP-5088,PAY-5088,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,128104.34,Finance,Bengaluru,Receipt against INV-1105
2026-03-14,JRN-9209,Customer Payment,ZCP-5089,PAY-5089,ICICI Bank Current A/c,Bank,CUST-003,City Bazaar Pvt Ltd,100453.4,0,Finance,Delhi,Receipt against INV-1106
2026-03-14,JRN-9209,Customer Payment,ZCP-5089,PAY-5089,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,0,100453.4,Finance,Delhi,Receipt against INV-1106
2026-03-28,JRN-9210,Customer Payment,ZCP-5090,PAY-5090,HDFC Bank Current A/c,Bank,CUST-001,Apex Retail Pvt Ltd,46267.8,0,Finance,Ahmedabad,Receipt against INV-1107
2026-03-28,JRN-9210,Customer Payment,ZCP-5090,PAY-5090,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,0,46267.8,Finance,Ahmedabad,Receipt against INV-1107
2026-02-23,JRN-9211,Customer Payment,ZCP-5091,PAY-5091,HDFC Bank Current A/c,Bank,CUST-001,Apex Retail Pvt Ltd,191943.52,0,Finance,Mumbai,Receipt against INV-1108
2026-02-23,JRN-9211,Customer Payment,ZCP-5091,PAY-5091,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,0,191943.52,Finance,Mumbai,Receipt against INV-1108
2026-02-26,JRN-9212,Customer Payment,ZCP-5092,PAY-5092,ICICI Bank Current A/c,Bank,CUST-004,Delta Stores Limited,220680.06,0,Finance,Bengaluru,Receipt against INV-1109
2026-02-26,JRN-9212,Customer Payment,ZCP-5092,PAY-5092,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,220680.06,Finance,Bengaluru,Receipt against INV-1109
2026-03-25,JRN-9213,Customer Payment,ZCP-5093,PAY-5093,HDFC Bank Current A/c,Bank,CUST-002,BlueMart Limited,77970.86,0,Finance,Ahmedabad,Receipt against INV-1110
2026-03-25,JRN-9213,Customer Payment,ZCP-5093,PAY-5093,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,77970.86,Finance,Ahmedabad,Receipt against INV-1110
2026-03-22,JRN-9214,Customer Payment,ZCP-5094,PAY-5094,HDFC Bank Current A/c,Bank,CUST-005,Eastline Traders,163807.6,0,Finance,Mumbai,Receipt against INV-1111
2026-03-22,JRN-9214,Customer Payment,ZCP-5094,PAY-5094,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,163807.6,Finance,Mumbai,Receipt against INV-1111
2026-03-23,JRN-9215,Customer Payment,ZCP-5095,PAY-5095,ICICI Bank Current A/c,Bank,CUST-002,BlueMart Limited,187835.94,0,Finance,Delhi,Receipt against INV-1113
2026-03-23,JRN-9215,Customer Payment,ZCP-5095,PAY-5095,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,187835.94,Finance,Delhi,Receipt against INV-1113
2026-03-30,JRN-9216,Customer Payment,ZCP-5096,PAY-5096,ICICI Bank Current A/c,Bank,CUST-009,Indus Stores,159977.32,0,Finance,Delhi,Receipt against INV-1114
2026-03-30,JRN-9216,Customer Payment,ZCP-5096,PAY-5096,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,159977.32,Finance,Delhi,Receipt against INV-1114
2026-03-16,JRN-9217,Customer Payment,ZCP-5097,PAY-5097,HDFC Bank Current A/c,Bank,CUST-004,Delta Stores Limited,148764.96,0,Finance,Mumbai,Receipt against INV-1115
2026-03-16,JRN-9217,Customer Payment,ZCP-5097,PAY-5097,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,148764.96,Finance,Mumbai,Receipt against INV-1115
2026-03-28,JRN-9218,Customer Payment,ZCP-5098,PAY-5098,ICICI Bank Current A/c,Bank,CUST-005,Eastline Traders,152268.14,0,Finance,Delhi,Receipt against INV-1116
2026-03-28,JRN-9218,Customer Payment,ZCP-5098,PAY-5098,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,152268.14,Finance,Delhi,Receipt against INV-1116
2026-03-21,JRN-9219,Customer Payment,ZCP-5099,PAY-5099,ICICI Bank Current A/c,Bank,CUST-001,Apex Retail Pvt Ltd,29955.48,0,Finance,Mumbai,Receipt against INV-1117
2026-03-21,JRN-9219,Customer Payment,ZCP-5099,PAY-5099,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,0,29955.48,Finance,Mumbai,Receipt against INV-1117
2026-03-24,JRN-9220,Customer Payment,ZCP-5100,PAY-5100,ICICI Bank Current A/c,Bank,CUST-005,Eastline Traders,160843.44,0,Finance,Kolkata,Receipt against INV-1118
2026-03-24,JRN-9220,Customer Payment,ZCP-5100,PAY-5100,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,160843.44,Finance,Kolkata,Receipt against INV-1118
2026-03-24,JRN-9221,Customer Payment,ZCP-5101,PAY-5101,ICICI Bank Current A/c,Bank,CUST-008,Harbor Mart,121242.64,0,Finance,Kolkata,Receipt against INV-1119
2026-03-24,JRN-9221,Customer Payment,ZCP-5101,PAY-5101,Accounts Receivable,Accounts Receivable,CUST-008,Harbor Mart,0,121242.64,Finance,Kolkata,Receipt against INV-1119
2026-03-30,JRN-9222,Customer Payment,ZCP-5102,PAY-5102,HDFC Bank Current A/c,Bank,CUST-009,Indus Stores,130976.34,0,Finance,Delhi,Receipt against INV-1120
2026-03-30,JRN-9222,Customer Payment,ZCP-5102,PAY-5102,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,130976.34,Finance,Delhi,Receipt against INV-1120
2025-04-06,JRN-9223,Bill,ZB-2001,BILL-2001,Freight & Delivery,Expense,VEND-003,Crest Logistics,111644,0,Operations,Delhi,Vendor bill BILL-2001
2025-04-06,JRN-9223,Bill,ZB-2001,BILL-2001,Input GST Recoverable,Other Current Asset,VEND-003,Crest Logistics,20095.92,0,Operations,Delhi,Vendor bill BILL-2001
2025-04-06,JRN-9223,Bill,ZB-2001,BILL-2001,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,0,131739.92,Operations,Delhi,Vendor bill BILL-2001
2025-04-07,JRN-9224,Bill,ZB-2002,BILL-2002,Professional Fees,Expense,VEND-001,Alpha Supplies Pvt Ltd,161269,0,Operations,Kolkata,Vendor bill BILL-2002
2025-04-07,JRN-9224,Bill,ZB-2002,BILL-2002,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,29028.42,0,Operations,Kolkata,Vendor bill BILL-2002
2025-04-07,JRN-9224,Bill,ZB-2002,BILL-2002,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,190297.42,Operations,Kolkata,Vendor bill BILL-2002
2025-04-07,JRN-9225,Bill,ZB-2003,BILL-2003,Purchases,Expense,VEND-001,Alpha Supplies Pvt Ltd,194501,0,Finance,Ahmedabad,Vendor bill BILL-2003
